,0,1,2
6222,2020-03-26 05:30:02+00:00,"People are not taking the central and state government advisory seriously, It's a war, citizens of India must understand the killer virus covid 19 . Else i must not write, all have to pay alot : Kundan Singh Rathore Team Bjp murlipura Jaipur Rajasthan 9461889294",KundanS68430152
6223,2020-03-26 05:30:01+00:00,Coronavirus Outbreak LIVE Updates: Kashmir sees first death as 65-yr-old COVID patient passes away in Srinagar; India toll at 10 ,ZaqsPolitics
6224,2020-03-26 05:29:47+00:00,நீலகிரி மாவட்டம் குன்னூர் நகர கழக செயலாளர் திரு.எம்.இராமசாமி அவர்கள் மாவட்டக் கழக உடன்பிறப்புகளுக்கு கொரோனா வைரஸ் குறித்த விழிப்புணர்வு கடிதம். #DMKNilgiris #covidindia #Coronaindia,DMKNilgiris
6225,2020-03-26 05:29:12+00:00,Developed world pehle saaf hoga par tab bhi marte marte wo likhte rahenge hi how India mismanaged covid-19.,mishra_tt
6226,2020-03-26 05:29:02+00:00,"First COVID-19 death in J&amp;K, patient dies in Srinagar hospital http://dlvr.it/RSZT4C #India",twistarticle
6227,2020-03-26 05:28:35+00:00,#india #unite #against #covid_19,GangarPinkesh
6228,2020-03-26 05:28:11+00:00,Intha easy ga antha money ela donate cheyyagalugutav @PawanKalyan anna.. Total 2 crores(Ap&amp; TS-1crore) #PawanKalyan #Lockdown21 #covidindia ,jayiharishkumar
6229,2020-03-26 05:28:11+00:00,"மலேசியா, இந்தோனேசியா, தாய்லாந்து நாடுகளிலிருந்து இன்னும் எத்தனை பேர் வந்திருக்காங்ன்னு அரசாங்கமே லிஸ்ட் எடுத்து செக் பண்ண முடியாதா ? சேலம், கோவை, ஈரோடு, மதுரை, திண்டுக்கல்..! தங்கியிருப்பதை ஏன் மறைக்கனும் ? @CMOTamilNadu @MoHFW_INDIA #COVID #COVID2019",barathi91
6230,2020-03-26 05:27:42+00:00,#NewsAlert | India’s Corona Warriors: CNN-News18’s @Runjhunsharmas talks to sanitation workers on duty against Covid-19. #CoronavirusOutbreak #CoronaLockdown,CNNnews18
6231,2020-03-26 05:27:22+00:00,This is proactive approach.. India begins work on 100-day emergency plan to fight Covid-19 ,ajayrdave
6232,2020-03-26 05:27:10+00:00,"If India is able to control COVID-19 cases over the lockdown period, it's an major opportunity for India as well to boom the economy and surpass the $5 trillion target before the said deadline of 2024. Hope for the best! #Covid19India #5TrillionDollarEconomy #21daylockdown",nikhil_nrs
6233,2020-03-26 05:27:00+00:00,Because they want India's affirmation that Covid-19 should not be referred to as Chinese Virus.,thakur_sameer
6234,2020-03-26 05:26:50+00:00,30 New cases in Pakistan. Total cases in Pakistan: 1093 111 New cases in Thailand. Total cases in Thailand: 1045 1 New case in Macao. Total cases in Macao: 31 1 New death in India. Total deaths in India: 13 #Covid_19 #COVID2019,Covid19Rtn
6235,2020-03-26 05:26:30+00:00,"good gesture, India Govt should seek help from Israel in combating COVID. They have advanced research and know-how",JAMES12208112
6236,2020-03-26 05:26:01+00:00,#CovidIndia Update Active confirmed cases: 593 Cured/Discharged: 42 Death: 13 Data from http://mohfw.gov.in #StaySafeStayHome #CoronaVirusUpdate #SocialDistancing,stocks_in
6237,2020-03-26 05:25:55+00:00,"Death toll due to Covid-19 rises to 13 in India; cases soar to 649, reports PTI quoting Union health ministry. #CautionYesPanicNo #LockDown #coronavirusindia",TOICitiesNews
6238,2020-03-26 05:25:53+00:00,Spain's Deputy PM Carmen Calvo tests positive for coronavirus https://www.zoomnews.in/en/news-detail/spains-deputy-pm-carmen-calvo-tests-positive-for-coronavirus.html #CoronaVillains #CoronaStopKaroNa #CoronavirusOutbreak #COVID2019 #COVID #COVID19 #Spain #SpainCoronaVirus @carmencalvo_,Zoom_News_India
6239,2020-03-26 05:25:51+00:00,India bans exports of drug touted by Trump as potential Covid-19 treatment https://www.statnews.com/pharmalot/2020/03/25/india-trump-hydroxychloroquine-coronavirus-covid19/ via @statnews #coronavirus,ThreatJournal
6240,2020-03-26 05:25:43+00:00,Helping India in Stopping Outspread of COVID-19 #FeverDetectionCamera,Ritu181
6241,2020-03-26 05:25:42+00:00,Pronto vamos a poder repetir este abrazo . Ahora de momento lo importante es quedarse en casa para no extender el covid-19 #solidaridad #india #amwan #akshaySchool #dalits #educacion,akshyindia
6242,2020-03-26 05:25:41+00:00,"I would like to acknowledge u all,that as per inscribed in Ayurvedic texts ""majjagat jwar"" is relatable to the ongoing current novel covid-19. @PMOIndia @narendramodi @rashtrapatibhvn @drharshvardhan @AshwiniKChoubey @moayush @MoHFW_INDIA @AmitShah @CMOMaharashtra @WHO #COVID ",ashish3895
6243,2020-03-26 05:25:34+00:00,India bans exports of drug touted by Trump as potential Covid-19 treatment https://www.statnews.com/pharmalot/2020/03/25/india-trump-hydroxychloroquine-coronavirus-covid19/ via @statnews #coronavirus,AlertsUSA
6244,2020-03-26 05:25:32+00:00,#ChineseVirus19 I don't know it is right2 call it like that But I know 1 thing. Everyone has agenda. They do&amp; talk accordingly As usual the poor people only wil suffer in the long run or short run. The govt has to ensure essentials for all in need. #covidindia #21daylockdown,Anilcherukara
6245,2020-03-26 05:25:29+00:00,Finance ministry proposal to government of india .. Covid-19 pandemic: Finmin writes to RBI on relief measures ,vineet91
6246,2020-03-26 05:25:29+00:00,Coronovirus : India can't start Testing for Community Transmission soon Enough https://science.thewire.in/health/india-coronavirus-testing-community-transmission/ #CoronavirusOutbreak #Coronaindia #COVID @DelhiTimesTweet @DelhiAajTak @DelhiAajtaktv @ETGujarati @tv9gujarati @News18Guj @VtvGujarati @vidarbhachewagh @THBengaluru @UNinIndia,AdvocateIndian
6247,2020-03-26 05:25:14+00:00,"Respected CM Sir, I am a bonafide citizen of India. A common man. Wish to talk to you regarding covid treatment. Please.",imrjain75
6248,2020-03-26 05:24:58+00:00,"@NarendraModi0p : Respected sir I wanted to bring it to your notice that majority of the biological research laboratories funded by DST, CSIR, HRD, UGC have an very important instrument called RT-PCR which is necessary for testing COVID-19. This instrument is not made in India.",lalitganga
6249,2020-03-26 05:24:57+00:00,"Hi Ashima, to avoid the spread of COVID-19, various containment measures have been imposed by the government across the states of India. We will attempt to pick up and will connect the shipment as per our operational feasibility and as the ground conditions permit.",EcomExpress_Ofc
6250,2020-03-26 05:24:54+00:00,#FIFA monitoring #COVID19 threat in India for Women’s U-17 World Cup https://bit.ly/2QMWvOK @FIFAWWC #WomenWorldCup #COVID2019 #COVID #CoronavirusLockdown #ChineseVirus #SportsLounge,SportsLounge4
6251,2020-03-26 05:24:54+00:00,#Maharashtra Female 65 years From #mumbai Admitted in corp hosp #Vashi #NaviMumbai Covid positive #COVID2019 Cause of death to be ascertained Health Department @MoHFW_INDIA @WHO,mayankbhagwat
6252,2020-03-26 05:24:50+00:00,No way home in sight for Canadians stranded in India amid COVID-19 lockdown ,SamiyaQh
6253,2020-03-26 05:24:46+00:00,"Only 2 weeks ago Trump and Modi shared similar sentiments towards COVID-19. Both didn’t feel the virus would affect their country. However, it seems like the substantial transmission of virus in the US these past two weeks shook India...PM Modi did a 180 w/ his 21-day lockdown!",KuldeepNYadav
6254,2020-03-26 05:24:45+00:00,STAFF ARE NOT ABLE COME TO STORES NEITHER THE GOVT ISSUE ANY SORT OF INFO ON BSIV VEHICLES. RTO'S ARE WORKING AS USUAL. PLEASE UPDATE US ANY SORT OF INFO. WHEN COUNTRY IS ALREADY UNDER CRISIS DUE TO COVID-19 REQUEST TO POSTPONE THE DEADLINE. @PMOIndia @nitin_gadkari @FADA_India ,ARTOUSEEF786
6255,2020-03-26 05:24:33+00:00,Where India stands via @CuddleAI #covid_19india,Digital_Baba
6256,2020-03-26 05:24:25+00:00,#coronavirusindia #CoronaVillains #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #COVID #COVID19 #JammuAndKashmir #UNSC #ChineseVirus https://www.zoomnews.in/en/news-detail/muftis-continued-detention-during-covid19-lockdown-cruel-omar.html Mufti's continued detention during COVID-19 lockdown cruel: Omar #Mehboobamufti @MehboobaMufti,Zoom_News_India
6257,2020-03-26 05:23:49+00:00,Coronavirus cases in #India rise to 649; death toll surges to 13. #ChineseVirus19 #COVID2019 #COVID #Hyderabad,iAbhinayD
6258,2020-03-26 05:23:42+00:00,#IndiaFightsCorona COVID-19 can spread like wildfire. Social distancing is the key to combat COVID-19. Indians are requested to stay home and practice social distancing indoors too for the next 21 days to help India combat COVID-19. via NaMo App,peaceonly2
6259,2020-03-26 05:23:36+00:00,"In Mumbai, Reliance Industries sets up India‘s first Covid-19 dedicated hospital ",Aryanni43215378
6260,2020-03-26 05:23:25+00:00,"Coronavirus Outbreak In India Live Updates : Real Data on Covid-19 showing Map – Coronavirus Cases in India Updates on Real Time : कोरोनावायरस के मामलों का रियल टाइम अपडेट, जानकारी रखें और सतर्क रहें https://www.newsexpress.co.in/coronavirus-outbreak-in-india-live-updates-real-data-on-covid-19-showing-map-coronavirus-cases-in-india-updates-on-real-time-%e0%a4%95%e0%a5%8b%e0%a4%b0%e0%a5%8b%e0%a4%a8%e0%a4%be%e0%a4%b5/",NewsExpress_
6261,2020-03-26 05:23:06+00:00,@ArvindKejriwal i am sure Mohalla Clinic doctors have adequate masks and are using them... unthinkable that a Mohalla Clinic environment infected more than 5 with Covid,india_aviator
6262,2020-03-26 05:23:02+00:00,https://www.zoomnews.in/en/news-detail/govt-temporarily-suspends-toll-collection-on-national-highways-amid-lockdown.html #coronavirusindia #CoronaVillains #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #COVID #COVID19 #national #UNSC #ChineseVirus #ChineseWuhanVirus #ChineseVirusCorona Govt temporarily suspends toll collection on National Highways amid lockdown,Zoom_News_India
6263,2020-03-26 05:22:43+00:00,#Maharashtra में #Coronavirus 124 total #confirmed #21daylockdown #CoronavirusLockdown #covidindia #coronavirus #CoronavirusPandemic #CoronavirusOutbreak #CoronaVirusUpdates #COVID19 #COVID19india @sahiljoshii @kamleshsutar @mustafashk @saurabhv99 @divyeshas @aajtak,mumbaitak
6264,2020-03-26 05:22:30+00:00,"#india #unite #against #covid_19 @Juhu, Maharashtra, India https://www.instagram.com/p/B-L1kpDpzsR/?igshid=daj3ikocenmy",GangarPinkesh
6265,2020-03-26 05:22:30+00:00,"Coronavirus Cases in India Jump to 649, Death Toll Due to COVID-19 Rises to 13, Says Health Ministry #Coronavirus #CoronavirusPandemic #covidindia19 #coronavirusinindia @MoHFW_INDIA ",latestly
6266,2020-03-26 05:22:19+00:00,"Stay home... Precaution is always better than cure but in case of COVID-19, precaution is the only cure or-else die in a isolated chamber.... Please understand.... Stay home... India readiness for… https://www.instagram.com/p/B-L1cP3DZd9/?igshid=a6xvrhwscgms",itemads
6267,2020-03-26 05:22:13+00:00,"Total COVID-19 Tests done till today Germany : 4,00,000+ US : 3,67,710 Korea : 3,00,000+ Italy : 2,96,964 UK : 83,945 India : 22,038 With such low testing, the scale of Corona Pandemic in India is unknown. Can't fathom why govt isn't testing much much more.",ImranAn82150039
6268,2020-03-26 05:22:11+00:00,@narendramodi @tVoiceOfCitizen @PMOIndia @MoHFW_INDIA They have thousands of analyzers installed in India and this test is made on same analyzer.#Covid-19 ,cxrw
6269,2020-03-26 05:21:47+00:00,#NewsAlert | India Fights Covid-19: Over 40 covid positive patients cured and discharges. Data is flat across the majority of the state due to social isolation. @nimumurali and @RishikaSadam report from Chennai and Hyderabad respectively. #CoronavirusOutbreak #CoronaLockdown,CNNnews18
6270,2020-03-26 05:21:43+00:00,Helping India in Stopping Outspread of COVID-19 #FeverDetectionCamera,Sangeet32349327
6271,2020-03-26 05:21:11+00:00,BE CAREFUL World BE CAREFUL SPAIN BE CAREFUL Italy BE CAREFUL IRAN BE CAREFUL AMERICA BE CAREFUL INDIA COVID 19 Effect LOCK DOWN STAY HOME Let's maintain Social distance,Mogalee1
6272,2020-03-26 05:21:00+00:00,Wash your hands properly #jantacurfew #covid #india #indiafightscorona #march #stayhome #corona #coronavirus #indiacovid #coronavirusupdates #ayurveda #ayurvedalifestyle #healthylifestyle #healthyfood #healthyliving #healthyeating #immunesupport #staystrong #newsalert #PIC,_partnersincare
6273,2020-03-26 05:20:49+00:00,#BreakingNews: Death toll due to COVID-19 rises to 13 in India; cases soars to 649: Health Ministry. #CoronaUpdatesInIndia #CoronavirusOutbreak #COVID2019 RT @TheDailyPioneer,karimraffa
6274,2020-03-26 05:20:48+00:00,"NEW CDC Travel Notices Level 3: COVID-19 in Romania, Qatar, Singapore, Saudi Arabia, Philippines, Ecuador, South Africa, Indonesia, and India. CDC recommends that all travelers avoid nonessential travel to these areas. https://bit.ly/2uB0W19",kcvail
6275,2020-03-26 05:20:46+00:00,#coronavirusindia #CoronaVillains #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #COVID #COVID19 #JammuAndKashmir #UNSC #ChineseVirus #ChineseWuhanVirus #ChineseVirusCorona https://www.zoomnews.in/en/news-detail/over-3-billion-people-told-to-stay-home-worldwide-over-coronavirus-afp.html Over 3 billion people told to stay home worldwide over coronavirus: AFP,Zoom_News_India
6276,2020-03-26 05:20:45+00:00,@NavishPaik We join our hands &amp; to get justice of downtime for zappers in India to this Covid issue. @ZoomCarIndia we want downtime for zap subscribers @Hrithik69_ @Shubham88595700 @SYEDMUB80229144 @bvaishnav,bharathnetwork
6277,2020-03-26 05:20:25+00:00,"Sir , Ventilators To Determine The Fatality Rate As India continues to battle against COVID-19, ventilators will play a large part in determining what the fatality rate will be, at least until there is a vaccine to help save lives. We need to arrange ventilators on SOS basis",proudofbharat
6278,2020-03-26 05:20:20+00:00,"COVID-19: After Samsung, Apple temporarily shuts production in India - https://www.yuvnews.com/20640/covid-19-after-samsung-apple-temporarily-shuts-production-in-india",YuvNewsOfficial
6279,2020-03-26 05:20:08+00:00,"@ArvindKejriwal Sir, you and team are doing good job to fight against covid 19 in delhi. Query: Why not residential buildings converted into isolation and quarantine ward which developed during commonwealth game. @AamAadmiParty @msisodia @MoHFW_INDIA @SatyendarJain",rohit2884cs
6280,2020-03-26 05:20:03+00:00,COVID-19 cases in India as on March 26 at 10 AM Total active cases: 593 Cured/Discharged: 42 Deaths: 13 Migrated: 1 Total cases in India: 649 #CoronaVirusUpdates #IndiaFightsCorona,rajyasabhatv
6281,2020-03-26 05:19:52+00:00,Along with lockdown govt should do one more step - free blood sample testing of those who passed away because heart diseases and pneumonia for possibility of Covid-19 infection. One must understand that a common person or family in India won’t bother to go for post mortem 1/n,Sheikh_Z_Suhail
6282,2020-03-26 05:19:26+00:00,@narendramodi @AmitShah @BSYBJP @CPBlr World Health Organisation warns India lock down won't help spreading of Covid-19. I urge government of India and also Karnataka to do more to stop the spread of this pandemic. Am ready to volunteer for any cause. My number 8095847246,LokeshR65865125
6283,2020-03-26 05:19:05+00:00,"India to announce Covid-19 relief package, death toll in Spain surpassed China: Latest coronavirus updates ",HindustanTimes
6284,2020-03-26 05:19:01+00:00,"Not at all.. government here is lying to its people and WHO they don't even have COVID-19 test kits, 'if one has fever, body ache, coughing and their H.influenza test is -ve' they are told to be Corona Patients. This is differential diagnosis not provisional.",Koustavsupriya
6285,2020-03-26 05:18:58+00:00,@AgendaAajTak kindly read this artical published by times of india ..it reveal that how bihar is fully prepared to fight with covid 19 pandemic,Amit73431691
6286,2020-03-26 05:18:58+00:00,Beijing seeks India’s affirmation on not using ‘China virus’ to describe COVID-19. #CoronaPandemic,Corona11452924
6287,2020-03-26 05:18:56+00:00,Art can replace your memories and feelings. Make social distance: Let's spread this message to save mankind from Covid 19. Exclusively on @st65630746 Edits by @bboyheddy #stonerindia #india #bharat #nokia… https://www.instagram.com/p/B-L1KYuBRou/?igshid=1kpuklyjec4he,st65630746
6288,2020-03-26 05:18:46+00:00,Sir we should get clear msg from owasis brother and party they are just like COVID-19 for India,prakashsharma13
6289,2020-03-26 05:18:44+00:00,"J-K records first coronavirus death, Death toll rises in India 12 https://www.zoomnews.in/en/news-detail/jk-records-first-coronavirus-death-death-toll-rises-in-india-12.html #coronavirusindia #CoronaVillains #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #COVID #COVID19 #JammuAndKashmir #UNSC #ChineseVirus #ChineseWuhanVirus #ChineseVirusCorona",Zoom_News_India
6290,2020-03-26 05:18:35+00:00,Extraordinary time call for extra careful precautions. Take care people and stay safe through this crisis. #fightbackcorona #kolkata #jodhpurpark #socialdistancing #safedistance #covid_19 #india #modi #wecandoit… https://www.instagram.com/p/B-L1HxhBhCl/?igshid=o7qh9q7pcwu1,razekkar
6291,2020-03-26 05:18:29+00:00,#Lockdown21 stay at home save life #COVID #liveupdate total 665 cases in india 43 recovered &amp;12 dead &amp;today 8+new cases ,Aravind00082178
6292,2020-03-26 05:18:20+00:00,"While u were upskilling urself there in @HarvardHBS in January,India had its 1st case of covid here in Jan end But master was busy in attending Trump in Gujarat. So much cud hv been done in this time period but none..&amp; now here u r qtng Trump when ur brother is stuck there..",buzzerinmotion
6293,2020-03-26 05:18:19+00:00,Magnitude of growth of COVID-19 between countries and rate of growth so far for India - great visualization by @profwade_,gayathriv
6294,2020-03-26 05:18:11+00:00,"#Coronavirus: la titánica tarea de ""encerrar"" un país tan caótico y superpoblado como India - BBC News Mundo https://www.bbc.com/mundo/noticias-internacional-52013951 #Coronanius #Covid-19",NaborGarrido
6295,2020-03-26 05:17:56+00:00,"We can, we will, Beat #coronavirusindia Thermal Screening. Helping India in Stopping Outspread of COVID-19 Thermal Camera Made in India Helping India in Stopping Outspread of #Covid19Out @Sparsh_cctv Fever Detection Camera is applied in govt. Buildings! #FeverDetectionCamera",Sangeet32349327
6296,2020-03-26 05:17:50+00:00,"Latest Updates:- *Coronavirus sinks U.S. business activity to record low *Nestle, Coke suspend production temporarily over virus *Govt bans export of sanitisers, all types of ventilators *Covid-19 readiness form for India Inc purely voluntary: MCA #ChineseVirus19 #Lockdown21",Certicom2
6297,2020-03-26 05:17:48+00:00,കോവിഡിനെ നേരിടാൻ ജി20 രാജ്യങ്ങൾ ഒത്തുചേരുന്നു https://www.tatwamayinews.com/?p=43559 via @/TatwamayiNews #G20 #india #covid,TatwamayiNews
6298,2020-03-26 05:17:44+00:00,Government should create a Self Diagnosis Tool like Canadian Government has made in the link below. This would help remove peoples doubt's or panic if they have COVID-19 or not &amp; thus reduce pressure on hospitals &amp; testing facilities ,RaveeshMehra
6299,2020-03-26 05:17:40+00:00,"This news unfolds everything.the graph is getting increased relentlessly after getting the 100 cases of covid 19 , #StayHome #staysafe #IndiaFightsCorona . Adhere all the guidelines of gov, be responsible citizen of India ",AtirekUpadhyay
6300,2020-03-26 05:17:21+00:00,"On COVID-19, India has a different approach when compared to the United States. #CoronavirusOutbreak #COVID19 #IndiaVsCorona",Oneindia
6301,2020-03-26 05:17:19+00:00,Rohit ji ...please read this artical published by times of india ...it shows how bihar is equipped to fight with covid 1for pandemic ,Amit73431691
6302,2020-03-26 05:17:09+00:00,"@nsitharaman @nsitharamanoffc @FinMinIndia Hon. Finance Minister, as India is fighting COVID-19 unitedly, every person is doing his part in this fight. Self employed small business men have closed business operations for 21 days. (1) #coronavirusindia #COVID19 #IndiaFightsCorona",Prem934
6303,2020-03-26 05:16:51+00:00,I just did. Help by donating 'Feed the Daily Wager' by Zomato Feeding India (@FeedingIndia) provide food to daily wagers who lost their livelihood to COVID-19 lockdown. Click to donate – http://feedingindia.org/donate http://zomato.com/blog/feed-dail,TandonRaveena
6304,2020-03-26 05:16:50+00:00,"In contact with India to evacuate citizens, says US https://www.zoomnews.in/en/news-detail/in-contact-with-india-to-evacuate-citizens-says-us.html #CoronavirusLockdown #coronavirusindia #CoronavirusOutbreak #CoronaVirusUpdates #CoronaVirusUpdate #USA #usaCoronavirus #COVID #COVID19 #Covid19India @realDonaldTrump",Zoom_News_India
6305,2020-03-26 05:16:48+00:00,Death toll due to COVID-19 rises to 13 in India; cases soars to 649: Health Ministry```,hat_aid
6306,2020-03-26 05:16:46+00:00,#NewsAlert | India in Lockdown: All random samples test negative for Covid-19. @Sougata_Mukh with details from Kolkata. #CoronavirusOutbreak #CoronaLockdown,CNNnews18
6307,2020-03-26 05:16:39+00:00,"COVID-19 has hit India's poorest the hardest. While India had few options other than a lockdown to prevent the spread of infection, the central &amp; state govts could have worked to enact more efficient policies to help daily-wage earners &amp; the poor cope in these circumstances. ",nehabnk
6308,2020-03-26 05:16:30+00:00,"""Solidarity With India, Lockdown Comprehensive, Robust"": UN On COVID-19 https://ift.tt/3aw3Bz7",YattiSingh
6309,2020-03-26 05:16:16+00:00,Too slow! India begins work on 100-day emergency plan to fight Covid-19 ,rwac48
6310,2020-03-26 05:16:13+00:00,Vundavalli Aruna Kumar sensational comments on Covid-19 in India and Italy | India Lockdown ,abntelugutv
6311,2020-03-26 05:16:10+00:00,"This is to inform you that due to COVID-19, PAN India deliveries are affected. Hence we request you to bear with us. We shall revert you with further details at the earliest Regret for the inconvenience caused .",DTDCIndia
6312,2020-03-26 05:16:03+00:00,"True . Depends on updation. For eg : Death toll due to COVID-19 rises to 13 in India; cases soars to 649: Health Ministry , just now",bhaskareco67
6313,2020-03-26 05:16:01+00:00,"This is to inform you that due to COVID-19, PAN India deliveries are affected. Hence we request you to bear with us. We shall revert you with further details at the earliest Regret for the inconvenience caused .",DTDCIndia
6314,2020-03-26 05:15:58+00:00,"#COVID_19 #India:::Total number of #COVID19 positive cases rise to 649 in India (including 593 active cases, 42 cured/discharged people and 13 deaths): Ministry of Health and Family Welfare #KashmirNews #COVID2019 #CoronavirusLockdown #coronavirusindia #ChineseVirus",Kashmirnews22
6315,2020-03-26 05:15:41+00:00,"मामला गंभीर है, पूरी सावधानी बरतें ज्यादा नबाब ना बनें, कोरोना को नहीं पता है कि आपके चचा विधायक हैं... #StayHomeStaySafe #covidindia",kapilchouksey_
6316,2020-03-26 05:15:31+00:00,#Coronavirus Update #India- Total Cases- 664 New Cases: 7 Total Deaths:12 Recovered:43 Active cases-609.. #StayHome #StaySafe #covid_19 #STN #siliguri #SiliguriTimesNow,siliguritimesnw
6317,2020-03-26 05:15:26+00:00,"""COVID-19: Kashmir records first death, India tally crosses 630"" ",PrinceM89948131
6318,2020-03-26 05:15:13+00:00,"This is to inform you that due to COVID-19, PAN India deliveries are affected. Hence we request you to bear with us. We shall revert you with further details at the earliest Regret for the inconvenience caused .",DTDCIndia
6319,2020-03-26 05:15:13+00:00,All media 'bravehearts' who scream 'Right to question' when it comes to India or its PM are meekly playing the Chinese tune on #ChineseVirus .No questions asked. Clean chit given. Paid bast*rds #COVID #IndiaFightsCorona,jitengajaria
6320,2020-03-26 05:15:10+00:00,#Coronavirus Update #India- Total Cases- 664 New Cases: 7 Total Deaths:12 Recovered:43 Active cases-609.. #StayHome #StaySafe #covid_19,IAMFKhan_Sufe
6321,2020-03-26 05:15:05+00:00,Let's all make this Lady in following tweet famous for not abiding the Rule when India is Fighting War against Covid-19. ,svirtuoso2010
6322,2020-03-26 05:15:05+00:00,US requests coronavirus test kits from South Korea https://www.zoomnews.in/en/news-detail/us-requests-coronavirus-test-kits-from-south-korea.html #CoronavirusLockdown #CoronaVillains #CoronavirusOutbreak #CoronaVirusUpdates #CoronaVirusUpdate #COVID #COVID19 #SouthKorea #DonaldTrump @realDonaldTrump,Zoom_News_India
6323,2020-03-26 05:15:02+00:00,#Covid-19: Watch punishment India police gave people who refused to stay at home (Video) » ,yabaleftonline
6324,2020-03-26 05:15:01+00:00,"First COVID-19 death in J&amp;K, patient dies in Srinagar hospital (Ld) http://dlvr.it/RSZS1b #India",twistarticle
6325,2020-03-26 05:14:57+00:00,China hopes India won’t call COVID-19 “China Virus” #WuhanVirus #WuhanCoronaVirus https://metrosaga.com/china-hopes-india-wont-call-covid-19-china-virus/ via @metrosaga,metrosaga
6326,2020-03-26 05:14:46+00:00,Number of positive cases of Coronavirus now rose to 649 & 13 Deaths in India (As On 26.03.2020 - 9:45 AM) #CoronavirusOutbreak #coronavirusindia #covidindia #CoronaAlert #COVID2019 #coronavirus #COVID19 #COVID2019india,JunaidAndrabi_
6327,2020-03-26 05:14:44+00:00,"Total number of COVID-19 positive cases rise to 649 in India which includes 593 active cases, 42 cured and 13 deaths. Follow LIVE updates: ",NewsQns
6328,2020-03-26 05:14:38+00:00,"Covid-19 challenge: India works on 3-month plan, to stagger dole Implementation of the Plan will be a KEY to watch _ _ http://www.ecoti.in/gVQ24Z via @economictimes",SunilKapadia3
6329,2020-03-26 05:14:31+00:00,"हमारे देश में 2016 के बाद से लोग खराब अर्थव्यवस्था की मार झेल रहे थे, लोग अब समझ नहीं पा रहे है कि वे ""कोरोना"" से मरेंगे या ""भूख"" से । #Covid_19 #India",yadavmanish_ind
6330,2020-03-26 05:14:24+00:00,"@PMOIndia @IndiaInNepal @narendramodi @MEAIndia @MoHFW_INDIA @DrSJaishankar Me along with 100 Indian Medical Students are stranded in Nepal, situation here is detoriating, government is lying about COVID-19 cases. NEED HELP. SOS. Please Evacuate us.",Koustavsupriya
6331,2020-03-26 05:14:23+00:00,"#COVID_19: @kashhill records first death, India tally crosses 630"" https://twitter.com/i/events/1241564887597248513 total 16 deaths in India. @KashmirPolice @BJP4JnK",PriyeshAdvocate
6332,2020-03-26 05:14:10+00:00,"Day 2. Nothing in this world is more important than your wellbeing. #covid_19 #coronaindia #stayhome @Bangalore, India https://www.instagram.com/p/B-L0nmdJscu/?igshid=cef1zh1afnva",RadhaAzure
6333,2020-03-26 05:14:03+00:00,https://www.zoomnews.in/hi/news-detail/who-clapped-for-indias-lockdown-told-how-corona-will-stop-in-the-country.html @WHO #CoronaVirusUpdate #CoronavirusOutbreakindia #CoronaInMaharashtra #CoronavirusReachesDelhi #CoronaKoDhona #coronavirusinindia #CoronaAlert #coronainitaly #Covid19India #covidindia #COVID #COVID2019 #COVID19 #COVID19NIGERIA #Covid_19,Zoom_News_India
6334,2020-03-26 05:14:01+00:00,"In the light of the COVID-19 one must take the necessary precautions to avoid &amp; spread the virus. As we move towards protecting the wellbeing of our students and the community, we commit to preserve and empower the creativity of India. #covid19 #coronaciruspandemic",JaipurIICD
6335,2020-03-26 05:13:55+00:00,"If you’re a believer, you gotta pray now. India now has 649 COVID-19 cases. #stayhomestaysafe #coronavirusindia",Rituparna_Nt
6336,2020-03-26 05:13:49+00:00,COVID-19 : First death in Kashmir .A 65 year old patient dies in srinagar hospital.Four of his contacts also tested positive yesyerday. PLEASE be at home don't come out of ur home's. #Covid19India #indialockdown @TV9Bharatvarsh @diprjk @DHSKashmir @MoHFW_INDIA @drharshvardhan,AnkitBhat09
6337,2020-03-26 05:13:49+00:00,"@PMOIndia. @MoHFW_INDIA Too early to say, but no explanation why India and Africa haven’t had much cases yet. Looks like all the malaria infected countries have immunity and hence fatality rates are lower. Check out the world infliction maps above for Malaria and COVID ",leaopt_rnp
6338,2020-03-26 05:13:49+00:00,"Yes sir we will try our best .I'm using my mother's Twitter account to say something to you,sir please make treatment of covid 19 free of cost because India is poor nation make arrangements so that rich pay for the poor.",jga8331
6339,2020-03-26 05:13:45+00:00,#Coronavirus Update #India- Total Cases- 664 New Cases: 7 Total Deaths:12 Recovered:43 Active cases-609.. #StayHome #StaySafe #covid_19 #WLS #siliguri #welovesiliguri https://www.instagram.com/p/B-L0kfUlSs6/?igshid=1hy4ibdozxi3w,welovesiliguri
6340,2020-03-26 05:13:29+00:00,"Covid-19 challenge: India works on 3-month plan, to stagger dole https://m.economictimes.com/news/politics-and-nation/india-works-on-3-month-plan-to-stagger-dole/articleshow/74819187.cms?utm_source=twitter_pwa&amp;utm_medium=social&amp;utm_campaign=socialsharebuttons via @economictimes #coronaIndia #PackageCoVid",masterstuff2
6341,2020-03-26 05:13:28+00:00,Stay Home Stay Safe #caronavirusoutbreak #IndiaFightsCorona #India #coronavirusindia #COVID ,abhilash_farmer
