"","some_txt","emotion","polarity"
"5556","world would from india not only how to great by doing namste but also would learn the use of health faucet over toiletpaper in this times of covid toiletpapercrisis","joy","positive"
"5557","‡‡ç‡‡ö‡ç‡õ ‡‡‡‡ ‡ñ‡Å‡‡‡‡ ‡‡‡‡is this our clean capital of india that is bharat delhi coronavirusindia covid what are the steps taken after the order of honourablecan any body answertwitter instagramstories","unknown","positive"
"5558","the word chinesewuhanvirus or chinavirus will always remains a disputed issue covidindia","unknown","neutral"
"5559","my sister is having symtomps like covid at district firozabad in up on toll free no they gave contact no of dso agra but no convincing reply from there now what to do in this scenario","joy","positive"
"5560","post edited rupee crash covid to make india inc‚Äôs abroad debt repayments c costlier covid crash debt","unknown","positive"
"5561","‚Äúcovid‚Äù has really taken the world at stagnation we must all take required measures to ensure it doesn‚Äôt spread much kudos to all health professionals across globe covid","unknown","neutral"
"5562","‡á‡Ç‡‡‡‡‡‡ã ‡ï‡ã‡‡‡‡ç ‡‡‡‡‡‡Å‡ ‡‡‡‡‡‡‡Å ap at the least covidindia coronaindia andhrafightscorona","unknown","negative"
"5563","germany expects aboutof population to get covidvirus and us govt thinks that it will take at least months to keep virus under controlso india having only lt virus cases is completely believable","sadness","negative"
"5564","it is mandatory or it is advisory as per my opinion it should be mandatory gurugram news let employees work from home gurugram authorities to private companies amid covid pandemicindia news","surprise","neutral"
"5565","sikar ‡ñ‡‡ˇ‡Ç‡‡ç‡‡‡‡ú‡Ä‡ï‡ã‡‡ã‡‡ ‡‡‡‡‡ ‡ï‡á ‡ö‡‡‡á ‡‡ç‡‡Ä ‡‡ç‡‡‡ ‡‡Ç‡‡‡ ‡ï‡‡á‡ˇ‡Ä ‡ï‡ ‡‡‡‡ ‡‡à‡‡‡ ‡Ü‡ú ‡‡á‡‡‡‡ç‡ö ‡‡ï ‡ñ‡‡ˇ‡Ç‡‡ç‡‡‡‡ú‡Ä ‡ï‡á ‡‡‡ç‡‡ ‡‡Ç‡ ‡‡Ç‡‡‡ ‡ï‡‡á‡ˇ‡Ä ‡ï‡á ‡Ö‡‡ç‡‡ï‡ç‡ ‡‡Ç‡‡Ç‡‡‡Ç‡ ‡‡á ‡ú‡‡‡Ä ‡ï‡‡è ‡Ü‡‡á‡ coronavirusupdate coronavirus covid covidindia covid","unknown","positive"
"5566","covidindia","unknown","positive"
"5567","today in fiscalcentralbanks vs covid rbathese rates could stay foryrs taiwanannounced bn dollar welfare package indiamight announce bn package for aviation till pm","unknown","positive"
"5568","‡ï‡‡ã‡‡ ‡‡à‡‡‡‡‡ç ‡‡‡‡Å‡ï‡ç‡ï‡Ü‡‡ç‡‡‡‡ç ‡Ö‡‡‡ï ‡‡‡‡‡‡ç‡‡Å ‡è‡‡ç‡‡ˇ‡Å‡‡ç ‡‡‡Å‡‡ç‡‡Å‡ ‡‡‡‡Å‡‡‡ç‡ï‡‡ç ‡Ü‡‡ã‡ö‡‡àcorona viruscoronavirusupdate coronavirusindia coronaalert chinesevirus covidindia ‡ï‡‡ã‡‡‡‡à‡‡‡ç ananddhanasekaran","unknown","positive"
"5569","looks like indias digital payments ecosystem is coordinating massively to treat covid as a demonetizationscale opportunity","joy","positive"
"5570","india always against deceases indiafightscorona harnessing innovation for a healthier planet pm modi has urged people to come forward and share technologydriven solutions to fight covid via namo app","unknown","neutral"
"5571","rcf lauds the initiatives taken by our hon‚Äôble pm to strengthen india‚Äôs preparedness to fight covid rcf joins the fight against this pandemic advisory has been issued in line with directives of health authorities amp government","unknown","negative"
"5572","stay home and stay safe avoid mass gatheringcovidindia covidindia","unknown","neutral"
"5573","people in india drink goumutra people in kashmir drink petrol coronavirusindia kashmir covid","unknown","positive"
"5574","icse ‡‡á coronavirus ‡ï‡á ‡ï‡‡‡ ‡ï‡ï‡ç‡‡ ‡‡Ä‡Ç ‡î‡ ‡‡Ä‡Ç ‡ï‡Ä ‡‡‡Ä‡ï‡ç‡‡‡è‡Ç ‡‡ç‡‡ó‡‡ ‡ï‡ ‡‡Ä‡Ç ‡‡‡Ä‡ï‡ç‡‡ ‡ï‡Ä ‡Ö‡ó‡‡Ä date ‡‡‡ ‡‡á‡Ç ‡ò‡ã‡‡‡ ‡ï‡ ‡‡Ä ‡ú‡‡è‡Ç‡ó‡Äcoronavirusupdate covid","unknown","positive"
"5575","narenndra modi pm modi to address nation today nextdays crucial to india‚Äôs battle against covidthe economic times","unknown","negative"
"5576","just passed the test for covid at kolkata airport though they just checked my temp but im feeling good covidindia covidindia coronavirusindia","anger","positive"
"5577","yup and the documents out there prove it if not you can also look to india japan korea amp others who confirmed the same pro tip look at who ordered the mice that are susceptible to human covid that lab is here in the usa","unknown","neutral"
"5578","indians being dumb partgod which part of quarantine dont they understand covid will spread across india for all these foolishness","unknown","negative"
"5579","here we are taking about preventive measures to stop covid in india however in present situation it seems that the management of this rd bajla mahila collage deoghar of skmu dumk","unknown","positive"
"5580","the telegraph‚Äô gets press council notice for ‚Äòkovindcovid‚Äô wordplay on former cji‚Äôs rs nomination this newspaper for the past months is publishing anti india articles and has immensely damaged and defamed india pmhm at the world stage the telegraph ownersabp should be jailed","fear","positive"
"5581","dont understand why global media are so against india while they openly support bangladesh amp terrorist countries like pakistan with the secondlargest population in the world we are doing better than most developed countries for covid why the world is so biased for india","joy","positive"
"5582","ap helpline numbers for nris covidindia coronavirusindia andhrafightscorona","unknown","positive"
"5583","awareness motivation safety careful disease virus besafe covidindia coronavirusindia covidon","unknown","negative"
"5584","congress scam covidindia covidindia covid coronavirusindia coronavirus coronavirusupdate","unknown","positive"
"5585","government should release norms for hand sanitizers so many local new brands have cropped in the market none of the known brands dettol himalaya godrej etc available there must be a list of certified brands at regulated price coronavirusindia covidindia","unknown","negative"
"5586","hospital administrators us physicianshealthcare workers for personal protective equipment in covid pandemicsign the petition","joy","positive"
"5587","sikar ‡ñ‡‡ˇ‡Ç‡‡ç‡‡‡‡ú‡Ä‡ï‡ã‡‡ã‡‡ ‡‡‡‡‡ ‡ï‡á ‡ö‡‡‡á ‡‡ç‡‡Ä ‡‡ç‡‡‡ ‡‡Ç‡‡‡ ‡ï‡‡á‡ˇ‡Ä ‡ï‡ ‡‡‡‡ ‡‡à‡‡‡ ‡Ü‡ú ‡‡á‡‡‡‡ç‡ö ‡‡ï ‡ñ‡‡ˇ‡Ç‡‡ç‡‡‡‡ú‡Ä ‡ï‡á ‡‡‡ç‡‡ ‡‡Ç‡ ‡‡Ç‡‡‡ ‡ï‡‡á‡ˇ‡Ä ‡ï‡á ‡Ö‡‡ç‡‡ï‡ç‡ ‡‡Ç‡‡Ç‡‡‡Ç‡ ‡‡á ‡ú‡‡‡Ä ‡ï‡‡è ‡Ü‡‡á‡ coronavirusupdate coronavirus covid covidindia covid","unknown","positive"
"5588","my cousin ashwinwho is stuck in covid infected dublin ireland airport andis not allowing him to board india bound flight please help him he is asthma patient and vulnerable now","joy","positive"
"5589","bro your native place italy reported first covidcase on jan st whereas our great land india had it on one day before on th as on todaycases reported in italy with the casualty ofin my india it isandrespectively better u change the weed","anger","neutral"
"5590","government of india is taking all necessary steps to ensure that we are prepared well to face the challenge and threat posed by the growing pandemic of covidwith active support of the people of india we have been able to contain the spread of the virus in our country","unknown","positive"
"5591","no employee is being checked for the temperature and no proper action is being taken and hundred of people use to gather so the chances of spreading covid are way too highso kindly look into the matt","joy","neutral"
"5592","why is ssc taking the chsl exam when all the conferences are being canceled please take notice students like us who travel by train bus and tempo how to reach exam center due to covidthere is an atmosphere of fear in bihar","joy","positive"
"5593","can u do a reading for the condition of covid in india","unknown","positive"
"5594","the deadly outbreak of coronavirus is spreading rapidly get the latest updates on the number of coronavirusindia andministry of health helpline numberscovid indiafightscorona","sadness","negative"
"5595","live‡‡á‡‡‡‡Ç ‡‡‡ã‡Ç‡ö‡ç‡‡ã ‡ï‡ã‡‡ã‡‡ ‡‡‡á‡‡ ‡Ö‡‡ç‡‡‡ ‡‡Å‡‡Ä‡‡‡Ç ‡‡ ‡‡ã‡ coronavirus covid china italy iran usa japan france india","unknown","positive"
"5596","‡‡Å‡ù‡‡ ‡‡á‡‡ ‡ö‡‡‡Ç‡Ç‡ó‡‡‡‡ï‡É‡‡‡ ‡ê‡‡Ä ‡‡ç‡‡‡‡ç‡‡ ‡‡à‡‡‡‡â‡ú‡Ä ‡‡á ‡ï‡Ä‡ú‡‡è ‡ï‡ ‡‡á‡ ‡‡ ‡ï‡Ä ‡‡‡Ä ‡‡‡‡Ä ‡‡à‡","unknown","positive"
"5597","dear modiji please convey your msg to the citizens of india because people so much scared n panic about covidi m requesting you address the nation","fear","negative"
"5598","armenians are dear to you and youd do everything for the tujian family kashmiris are tujians too broindia allows only g service even in this covid crisis you are the boss at haf please convince india to restore g in kashmir and sav","joy","positive"
"5599","there is a great hope that covidwill not last very long as chinamade products are known not to be durable the downside for india is that india is good at copying the foreign design so it will be big call for india to take","joy","neutral"
"5600","a handle to follow for daily regular updates on covid india specific updates","unknown","positive"
"5601","‡‡á‡‡‡‡ç‡‡ ‡‡‡ç‡‡‡ç‡ˇ‡Å ‡ï‡ö‡‡ö‡‡ ‡‡ç‡‡ï‡‡‡ó‡‡Å ‡‡Ü‡ö‡ç‡ö‡‡Ç‡‡Ü ‡‡ã‡‡‡ï‡ö‡‡ç‡‡Å‡ ‡ú‡‡‡‡ç‡‡‡‡ ‡û‡‡ç‡‡ ‡‡á‡‡‡‡Ü ‡‡Ä‡ó‡‡ó‡ ‡‡‡‡á‡‡‡‡Ç‡ ‡‡‡‡‡ï‡ç‡ï‡Ü ‡‡‡Å‡ ‡‡ç‡‡‡‡‡‡ï‡‡Å ‡‡Å‡Ç‡ú‡‡ó‡ç‡‡‡ ‡ï‡ç‡‡‡‡‡ç‡‡Å ‡Ö‡‡Å‡‡‡‡‡‡á‡‡á‡ï‡Å india coronavirus italy covidindia coronavirusindia covidindia covidindia coronavirusupdate","unknown","positive"
"5602","new covid positive cases in indiamahaa news covid telangana karnataka","unknown","positive"
"5603","at least the corona is killed without hatred discrimination and cruelty corona is part of nature majority hatred and fascism are the real virus coronavirusindia covidindia coronavirusoutbreak","anger","negative"
"5604","as businesses grapple with the impact of covid india inc employees may see delayed or decreased increments and bonuses during this appraisal season in an already tough economic environment story withread more at","unknown","negative"
"5605","how india is responding to covid quarantine travel limits and tests","unknown","positive"
"5606","volatility index vix at historical overbought zone coronavirusindia coronavirusupdate corona covidindia","unknown","negative"
"5607","appreciate your effort wrt covid but i pray that you are not unscruplous as you were in the defective glucometer strips inin india amp were able to get the complaint dismissed in the consumer forum on mere legal technicalities i s","joy","negative"
"5608","covid checking atoffice entrance by health department officialshealthcare covidindia coronavirusindia coronavirusupdate","joy","positive"
"5609","‡‡á‡ ‡ï‡á ‡‡‡Ä ‡ö‡‡ï‡‡‡ç‡‡ï‡ã ‡ï‡ ‡Ü‡‡‡ ‡è‡ï ‡‡‡‡ ‡Ö‡‡‡ï‡‡ ‡‡ã‡ó ‡ò‡ ‡‡ ‡ñ‡Å‡ ‡ï‡ã ‡‡Å‡‡ï‡ç‡‡‡ ‡è‡‡Ç ‡Ü‡á‡‡ã‡‡á‡‡ ‡‡á‡Ç ‡‡ñ ‡‡‡á‡Ç ‡‡à ‡‡Ç‡‡‡Ä ‡‡‡‡ ‡ö‡‡ï‡‡‡ç‡‡ï ‡ï‡ã‡‡ã‡‡ ‡‡á ‡‡Ç‡ï‡ç‡‡‡‡ ‡‡‡Ä‡ú‡‡ã‡Ç ‡ï‡á ‡á‡‡‡ú ‡‡á‡Ç ‡Ö‡‡‡Ä ‡ú‡‡‡‡ç‡‡á‡‡‡‡Ä ‡‡‡‡ ‡‡‡á ‡‡à‡ salutefordoctors indiafightscorona covidindia ‡‡‡‡‡‡ ‡‡‡á‡Ç ‡‡ç‡‡‡ç‡ ‡‡‡á‡Ç","unknown","positive"
"5610","covidindia coronaindia","unknown","positive"
"5611","yuva shakti app is playing important role to spread awareness about covid amp sending updated information tolac users in alwar district we have added banners videos and corona mini lesson","unknown","positive"
"5612","covidindia coronavirusinindia covidbangalore sir let all international flights should land in new deli upto aprilits better to test each passengers in one place other wise ban all international flights i","unknown","positive"
"5613","lets keep india healthy public healthcare institutions and other governmet buyers from across the country can procure surgical gloves sanitisers face masks medical disinfectants amp more quickly and at fair rates atcovidindia indiafightscorona","unknown","positive"
"5614","coronavirusitaly reportsnew covid deaths highest singleday toll for any country","unknown","negative"
"5615","‡ï‡ã‡‡ã‡‡ ‡‡ ‡‡ã‡‡Ä ‡‡‡ï‡‡ ‡ï‡á ‡á‡Ç‡‡á‡ú‡‡ ‡‡á ‡‡Ç‡‡Å‡‡ç‡ˇ ‡‡‡Ä ‡‡‡‡Å‡ ‡ó‡‡Ç‡‡Ä ‡‡ã ‡‡‡à ‡Ü‡ ‡ñ‡Å‡‡Ä ‡‡á ‡á‡ˇ‡‡Ä ‡ú‡ ‡‡ï‡‡á ‡‡ã ‡‡‡‡Ç ‡‡‡‡‡‡ ‡á‡Ç‡‡á‡ú‡‡ ‡‡à ‡‡‡‡ ‡ï‡á ‡ò‡ coronavirusindia covidindia coronavirusupdate covid","unknown","positive"
"5616","‡á‡Ç‡‡‡‡‡‡ã ‡ï‡ã‡‡‡‡ç ‡‡‡‡‡‡Å‡ ‡‡‡‡‡‡‡Å ap at the least covidindia coronaindia andhrafightscorona","unknown","negative"
"5617","‡‡Ç‡ò‡‡ç‡‡‡á‡ ‡‡‡‡‡ ‡‡ó‡ ‡‡‡á‡‡Ä ‡î‡ ‡‡‡ ‡‡Ä‡ ‡‡á ‡‡‡ç‡ï‡‡ ‡‡ç‡‡‡‡ ‡‡á covid ‡ï‡ã‡‡ã‡‡ ‡‡‡‡‡ ‡ï‡Ä ‡ˇ‡á‡‡ç‡ˇ‡‡Ç‡ó ‡‡á‡‡ã‡‡á‡ˇ‡‡Ä ‡‡ç‡‡‡‡‡ ‡ï‡Ä ‡ú‡‡‡","unknown","positive"
"5618","goi declared coronaviruspandemic as notified disaster to be able to use disaster funds also goi donatingmillion to saarcfightscorona indian tax payers i didnt get the math at all india coronavirusindia coronaindia covid","sadness","negative"
"5619","‡á‡Ç‡‡‡‡‡‡ã ‡ï‡ã‡‡‡‡ç ‡‡‡‡‡‡Å‡ ‡‡‡‡‡‡‡Å ap at the least covidindia coronaindia andhrafightscorona","unknown","negative"
"5620","sare zomatoswiggy aur khane wale ad band kar dene chaiye sala corona ke wajah se kuch mangwane bhi nhi dete ghar wale coronavirusindia covidindia covidindia zomato sarcasm","unknown","negative"
"5621","enna india stagetransmission of covidhas started still no information keep it up","unknown","positive"
"5622","wtf india covidindia coronainpakistan bjpindia","unknown","positive"
"5623","total covid deaths in indiayou should read on how india has tackled this right from the beginning instead of making lazy assumptions which btw is a huge part of why the west is going through this coronavid","unknown","negative"
"5624","sirindia should consider a reserve of medical equipmentsprotective gears for combating pandemic like covid and shd pln huge shipnaval reserve hospital like powerhouse countries we can donate from these when there is no pandemic situa","joy","positive"
"5625","shower how to protect oneself from covidperson shruggingwhy is socialdistanacing important amp how critical is the role of handwashing in our fight against covid check out in an informative videodownwards arrow covidindia indiafightscorona","joy","neutral"
"5626","‡ï‡ö‡‡ã‡‡ ‡Ö‡ö‡ç‡ö‡‡ç ‡‡‡‡‡ç‡‡ç‡‡ã‡‡ç‡‡à‡‡‡ç ‡‡‡Å‡‡Å‡‡ç ‡ï‡‡‡ç‡‡ã‡‡çcovidindia coronaindia","unknown","positive"
"5627","corona covid ‡ú‡ ‡ú‡ ‡‡‡‡ç‡ ‡‡Ç‡‡Å‡‡ç‡ ‡î‡ ‡‡‡‡Ä ‡‡ ‡ñ‡‡‡ ‡‡Ç‡‡‡‡‡ ‡‡ã ‡ï‡‡‡‡á ‡â‡ ‡ö‡Ä‡ú ‡‡á ‡‡‡ï‡‡‡ ‡ï‡‡‡‡á ‡‡ï‡ç‡‡ ‡ï‡Ä ‡ï‡ú‡ ‡‡à ‡‡ ‡ï‡ú‡ ‡‡ ‡‡á‡ ‡‡à ‡‡ ‡‡‡‡á ‡‡‡‡á ‡Ü‡ ‡‡Ä ‡‡‡‡á‡è ‡ú‡‡ç‡‡Ä ‡‡‡‡á‡è ‡ú‡‡‡‡á ‡Ü‡‡ï‡Ä ‡ú‡ç‡û‡‡ ‡ï‡Ä ‡ó‡‡‡‡à ‡‡‡ ‡‡ó‡á coronavirusindia coronavirusupdate corona indiafightscorona india covid","unknown","positive"
"5628","here are some of india‚Äôs efforts towards combatting the menace of covid novel coronavirusvia namo app","unknown","neutral"
"5629","jo virus hai vo phaillane ka nai takingoncorona coronavirus covidindia coronaindia youthcongress","unknown","neutral"
"5630","one covid positive infectsin india lower than in hot zones","unknown","positive"
"5631","throughout much ofi noted that actual usindia trade flows were powering ahead despite policy tensions protectionism on both sides thats no longer the case even before covid and delhis violent protests trade was in sharp decline","anger","negative"
"5632","a resident of khanyar area in srinagar tested positive for covid jammu and kashmir administration confirmed according to authorities the patient had a history of international travel and arrived in india on marchthe patient has currently been put under isolation","unknown","neutral"
"5633","india must test for covidthe coronavirusmuchmuch moreas the successful south korean health authorities said‚Äúyou cannot fight what you cannot see‚Äùwe must do three things ‚Äútest test test‚Äù who director g india must exponentially increase its testing before it‚Äôs too late","unknown","neutral"
"5634","‡‡‡‡‡‡ã‡‡‡‡ ‡‡á‡‡ç‡ˇ ‡‡Å‡‡‡‡ú‡á ‡‡‡‡Ä ‡õ‡ã‡ˇ‡Ä ‡‡‡‡Ä ‡‡Å‡ï‡‡‡á ‡‡Ç‡ ‡ï‡‡‡à ‡ó‡à‡ ‡‡‡ç‡ú‡Ä ‡‡Ç‡‡Ä ‡‡ï ‡‡Ç‡ ‡‡à‡ ‡‡‡‡ç‡ ‡‡á‡‡‡ï‡ ‡ì‡ milk center ‡ö‡‡‡Ç ‡‡à‡ maharashtra covidindia coronaeffect palghar","unknown","positive"
"5635","covid india evacuatescitizens stranded at kuala lumpur airportthe news minute","unknown","positive"
"5636","with india intensifying its battle against covid pm modi reviewed the situation he will address the nation tonight covidindia coronavirusindia","unknown","negative"
"5637","covid india is staring at a possible catastrophe only the government can save the day","unknown","negative"
"5638","how mumbai the financial capital of india is coping with coronaviruscoronavirusindia mumbaicorona financialservices covid","unknown","neutral"
"5639","all domestic flightstrains in india should be cancelled immedaitely till th april amp make india free from covid its major cause of spreading covid why should airways alone left government should stop flights immedaitely as usa chinaamp other countries has also done so","unknown","neutral"
"5640","i just published confirmed covid cases climb toin india","unknown","positive"
"5641","all domestic flightstrains in india should be cancelled immedaitely till th april amp make india free from covid its major cause of spreading covid why should airways alone left government should stop flights immedaitely as usa chinaamp other countries has also done so","unknown","neutral"
"5642","we need everything permanent in a temporary lifethrowbackthursday travelgram wayfarerexcursions temporarylife covid coronavirus awaitingnexttriptamil nadu india","unknown","negative"
"5643","first covid case in ut as woman tests positivethe tribune india","unknown","positive"
"5644","coronavirusindia coronavirusupdate coronavirus coronavirus outbreak in india no positive cases for covidindia covid insamples randomly tested by icmr to rule out communitytransmission","unknown","neutral"
"5645","how many people reacted when u came to know about a scam in india how many of you purchased stocks of sanitizers and masks after hearing about covidindia covid indiavscorona coronavscorruption","unknown","positive"
"5646","in the light of covid this is a kind request toplease make your films available for free in india and across the globe condoms are not going to stop people from having safe sex","joy","positive"
"5647","one covid patient in india is infectingpeople that is still higher than in franceand ukremember france hascases and ukwe havecases what does it mean we have contained it we don‚Äôt know the severity of it we will be hit soon","unknown","neutral"
"5648","‡ï‡ö‡‡ã‡‡ ‡‡à‡‡‡ç ‡‡‡ï‡ç‡ï‡‡ç‡‡‡‡‡‡Å‡‡ç‡‡Å ‡‡‡‡Å‡ï‡‡‡ç‡‡Å‡ï‡ç‡ï‡ö‡‡ç‡‡‡Å ‡ï‡Å‡‡‡‡ç‡ ‡‡‡‡Å‡ö‡ç‡ö‡ ‡‡Ü‡‡ç‡ï‡Å ‡‡‡‡ˇ‡ç‡ˇ ‡‡ö‡‡Å‡‡ç‡‡‡‡‡Å‡‡ç ‡‡‡‡Å‡‡Ü‡‡Å‡‡ç‡‡Ç‡‡ç ‡ö‡ˇ‡ç‡ˇ‡‡‡ç‡ ‡â‡‡Å‡‡ç‡‡‡‡‡Å‡‡‡ ‡‡‡‡Å ‡Ö‡‡‡ç‡ï‡‡‡‡ç ‡‡‡‡‡‡ç‡‡Å‡‡‡ç‡‡Å ‡‡‡‡ö‡Å‡‡‡ç ‡‡‡ô‡ç‡ï‡‡ç‡‡ˇ‡ç‡ˇ‡‡Å dmkthiruchy covidindia coronaindia","unknown","positive"
"5649","ananthapur ‡ú‡‡‡ç‡‡‡‡ã ‡ï‡‡ã‡‡ ‡‡‡‡‡‡Å‡‡‡Å ‡ó‡Å‡‡ç‡‡‡Ç‡ö‡‡‡‡‡ï‡ ‡‡ç‡‡‡ç‡‡á‡ï ‡‡É‡Ç‡‡Ç coronavirusindia coronavirus coronavirusupdate covidindia coviduk anantapur andhrapradesh andhrafightscorona ‡Ö‡‡ç‡‡ ‡‡ã‡ï‡‡ç ‡Ö‡‡ç ‡‡á‡ˇ‡ç‡‡ç ‡ï‡ã‡‡Ç dailyhuntundigaa","unknown","positive"
"5650","arent we putting approxlakhs sscchsl candidate in danger travelling and a mass gathering are perfect recipe for covidindia plz help ‡ï‡É‡‡‡ ‡‡‡Ä‡ï‡ç‡‡ ‡Ü‡ó‡á ‡‡‡‡ ‡‡ássc covidindia covid","unknown","neutral"
"5651","‡‡‡‡á‡‡‡‡Ç‡ ‡‡‡‡‡ï‡ç‡ï‡Ü ‡‡‡Å‡ ‡‡ç‡‡‡‡‡‡ï‡‡Å ‡‡‡‡‡‡‡á‡ï‡‡ ‡‡‡‡‡ó‡‡Å india coronavirus italy covidindia coronavirusindia covidindia covidindia coronavirusupdate","unknown","positive"
"5652","info about covid across india number of cases state vise click on the link and know help line numbers n email covidindia covidindia","unknown","positive"
"5653","protective measures for corona virus covid a wash your hands with soap and water frequently or use alcohol based hand rub b avoid touching your eyes nose and mouth c cover your mouth while sneezing and coughing d do not spit in public","joy","negative"
"5654","icmrreconfirms there is no community spread of coronavirus in india yet get all the liveupdates of coronavirusindia herecovid indiafightscorona","sadness","negative"
"5655","the covid impact on shopping centres","unknown","positive"
"5656","help needed i need medication for my mom who is on a visit in uae she was supposed to return back home seeing current outbreak i extended her visa for a month more her medical supplies will end next week kindly help to get this from indiacovid","joy","neutral"
"5657","leanderpaes coronavirus indias legendary tennis player leander paes took to his official social media profile to urge the people to exercise caution amid the deadly outbreak of covid","joy","negative"
"5658","today lock down position in csmia in mumbai effect of covid indianews govtofindia covidindia ayatollahsspreadcovid mumbaiairport t stayathome coronavirus udhavthackeray gocorona fightagainstcoronavirus quarantinehome in indiafightscorona india","unknown","positive"
"5659","ananthapur ‡ú‡‡‡ç‡‡‡‡ã ‡ï‡‡ã‡‡ ‡‡‡‡‡‡Å‡‡‡Å ‡ó‡Å‡‡ç‡‡‡Ç‡ö‡‡‡‡‡ï‡ ‡‡ç‡‡‡ç‡‡á‡ï ‡‡É‡Ç‡‡Çcoronavirusindia coronavirus coronavirusupdate covidindia coviduk anantapur andhrapradesh andhrafightscorona","unknown","positive"
"5660","covidindia staysafe saynotocorona coronavirusindia coronaviruspandemic coronavirusoutbreak prevention prevention coronavirusindia economy stayawayfromcoronavirus socialdistanacing washinghands socialmedia coronavirusupdate thursdayvibes workfromanywhere","unknown","positive"
"5661","india‚Äôspopulation lives in villages so only people living in cities are at a risk of covid","unknown","negative"
"5662","very true this mismanagement is not the effect of covid those who happy with shaking hands with the congress so namaskar is the right way to stop it uddhav thakrey is new jaichand for the hindus in india people of maharastra will now suffer yogi rocks in up against virus","joy","neutral"
"5663","i escaped covid in europe and beat indias lockdown but im not sure im any safer","surprise","positive"
"5664","hats off to you and all other medical staff for working relentlessly for the betterment of health of our societycovid covid covidindia","unknown","negative"
"5665","since large group of public gathering is not recommended due to covid thenwhy sscchsl exam not postponed yetcovidindia covidindia","unknown","positive"
"5666","careandshare theprovided information that when you should go for testing covidcovid coronavirus indiafightscorona","unknown","positive"
"5667","all domestic flightstrains in india should be cancelled immedaitely till th april amp make india free from covid its major cause of spreading covid why should airways alone left government should stop flights immedaitely as usa chinaamp other countries has also done so","unknown","neutral"
"5668","icmrreconfirms there is no community spread of coronavirus in india yet get all the liveupdates of coronavirusindia herecovid indiafightscorona","sadness","negative"
"5669","‡‡‡‡‡‡ ‡‡‡á‡Ç ‡‡ç‡‡‡ç‡ ‡‡‡á‡Ç indiafightscorona covidindia covid„É coronavirusindia coronaalert coronavirusoutbreak covid stayathome covidindia aoneseoservice getfound","unknown","positive"
"5670","icmrreconfirms there is no community spread of coronavirus in india yet get all the liveupdates of coronavirusindia herecovid indiafightscorona","sadness","negative"
"5671","‡‡‡‡ç‡ ‡‡ç‡‡‡‡ç‡‡ç‡ ‡‡Ç‡ó‡†‡ ‡ï‡á ‡Ö‡‡Å‡‡‡ ‡‡‡‡ ‡‡ç‡‡‡ˇ‡á‡ ‡î‡ ‡Ö‡‡‡Ä‡ï‡ ‡‡‡á‡ ‡ï‡ã‡‡ã‡‡ ‡‡‡‡‡ ‡ï‡ã‡‡‡‡Ö‡ ‡‡Å‡‡‡‡ ‡ï‡á‡‡á‡‡ã‡Ç ‡‡á‡Ç ‡‡à‡ ‡ó‡‡ ‡‡à ‡î‡ ‡á‡‡ï‡á ‡ï‡‡‡‡‡ú‡‡á‡Ç ‡‡ã ‡ö‡Å‡ï‡Ä ‡‡à‡Ç ‡á‡‡‡á ‡‡ö‡‡á ‡ï‡á ‡‡‡è ‡Ü‡ ‡‡‡‡‡‡ ‡‡Ç‡ ‡‡á ‡î‡ ‡Ö‡‡‡á ‡‡‡ ‡‡‡‡Å‡ ‡î‡ ‡‡‡‡Ä ‡‡á ‡Ö‡ö‡ç‡õ‡á ‡‡á ‡‡ã‡è‡Ç covid coronavirusindia covidindia","unknown","positive"
"5672","jual urine dan kotoran sapi di tengah wabah covid pria india ditangkap","anger","positive"
"5673","india have also testedsamplesper area random sari casea all came back negative plus all hospital did not have required sari sample hence india missing covidcases very unlikelyno mass hospitalisation happening or deaths occuring as well","unknown","positive"
"5674","‡‡Ä‡è‡ ‡‡ã‡ó‡Ä ‡ï‡Ä ‡Ö‡‡Ä‡ ‡î‡ ‡‡‡ç‡‡á‡ ‡ï‡ã‡‡ã‡‡ã‡‡‡‡‡ ‡‡á ‡‡‡‡Ä‡ ‡ ‡‡ã‡Ç ‡‡‡‡‡‡ ‡‡‡‡ç‡ï ‡‡‡ã covidindia covidindia","unknown","positive"
"5675","new cases of coronavirus in mumbaimmryear old female from mumbai tests positive travelled to ukyear old female from ulhas nagar positive travelled to dubaicases in maharashtracases in mmr source bmc covidindia coronavirusoutbreak covid","unknown","positive"
"5676","while we feel comfortable and safe at our respective homes we should not forget those fighting the battle directly or indirectly against covid lets pour love and strength into them","joy","neutral"
"5677","what is decision on school examinations for classtoin maharashtra already goa and up government decided to promote students to next class considering covid outbreak in india why state government keeping quiet","unknown","positive"
"5678","maybe humans need to do similar thing at this moment this will be the best way to self distance and stop the spread of covid why should elephants only have all the funcovidindia happylife","unknown","neutral"
"5679","cio india‚Äôs ‚Äòbusiness continuity amid covid‚Äô conducted betweenmarch polled enterprise it leaders fromorganizations across the country to access their assessment of the coronavirus on business and the measures they are taking to counter it cio india survey b‚Ä","unknown","neutral"
"5680","covidindia coronavirusinindia sir let all international flights should land in new delhi its better to test each passengers in one place other wise ban all international flights in india","unknown","positive"
"5681","everything can be postponed choosing to go out isnt only affecting you if covid starts spreading at a more rapid rate then you are a culprit of every citizen of india","unknown","positive"
